system_time,#gps,#glonass,maxGPS_Cn0,maxGLONASS_Cn0,isGPSfix
1521977963735,12,10,23.5,15.600000381469727,true
1521977964522,12,10,23.200000762939453,15.600000381469727,true
1521977965523,12,10,23.399999618530273,15.800000190734863,true
1521977966533,12,10,22.899999618530273,15.800000190734863,true
1521977967534,12,9,21.600000381469727,15.800000190734863,true
1521977968526,12,10,19.0,15.800000190734863,true
1521977969520,12,10,19.0,15.800000190734863,true
1521977970515,12,10,19.0,15.800000190734863,true
1521977971519,12,10,19.0,15.800000190734863,true
1521977972517,12,10,19.0,15.800000190734863,true
1521977973517,12,10,19.0,15.800000190734863,true
1521977974525,12,10,19.0,15.800000190734863,true
1521977975525,12,10,18.799999237060547,15.800000190734863,true
1521977976525,12,10,15.399999618530273,15.800000190734863,true
1521977977532,12,10,16.399999618530273,15.800000190734863,true
1521977978444,12,10,16.399999618530273,15.800000190734863,true
1521977979403,12,10,16.399999618530273,15.800000190734863,true
1521977980410,12,10,16.399999618530273,15.800000190734863,true
1521977981412,12,10,15.699999809265137,15.800000190734863,true
1521977982417,12,9,18.899999618530273,15.800000190734863,true
1521977983415,12,9,18.899999618530273,15.800000190734863,true
1521977984414,12,10,18.899999618530273,15.800000190734863,true
1521977985410,12,10,18.899999618530273,15.800000190734863,true
1521977986421,12,10,18.899999618530273,15.800000190734863,true
1521977987421,12,10,18.100000381469727,15.800000190734863,true
1521977988419,12,10,18.100000381469727,15.800000190734863,true
1521977989413,12,9,18.100000381469727,13.100000381469727,true
1521977990406,12,10,15.899999618530273,12.699999809265137,true
1521977991416,12,10,15.899999618530273,12.399999618530273,true
1521977992413,12,10,15.699999809265137,12.300000190734863,true
1521977993500,12,10,15.699999809265137,12.300000190734863,true
1521977994412,12,10,16.799999237060547,12.300000190734863,true
1521977995416,12,10,18.799999237060547,12.300000190734863,true
1521977996413,12,10,18.5,12.300000190734863,true
1521977997412,12,10,18.5,12.300000190734863,true
1521977998416,12,10,19.899999618530273,12.300000190734863,true
1521977999413,12,10,19.899999618530273,12.300000190734863,true
1521978000414,12,10,19.899999618530273,12.300000190734863,true
1521978001415,12,10,15.5,12.300000190734863,true
1521978002413,12,10,15.5,12.300000190734863,true
1521978003421,12,10,15.5,12.300000190734863,true
1521978004416,12,10,17.600000381469727,12.300000190734863,true
1521978005409,12,10,20.299999237060547,12.300000190734863,true
1521978006410,12,10,21.5,12.300000190734863,true
1521978007412,12,10,21.5,12.300000190734863,true
1521978008415,12,10,19.700000762939453,12.300000190734863,true
1521978009414,12,10,18.700000762939453,12.300000190734863,true
1521978010402,12,10,17.5,12.300000190734863,true
1521978011409,12,9,17.5,0.0,true
1521978012408,12,10,17.5,0.0,true
1521978013411,12,10,17.5,0.0,true
1521978014410,12,10,17.600000381469727,0.0,true
1521978015408,12,10,17.600000381469727,0.0,true
1521978016436,12,10,17.5,0.0,true
1521978017409,12,10,19.0,0.0,true
1521978018408,12,10,19.100000381469727,0.0,true
1521978019410,12,10,18.899999618530273,0.0,true
1521978020410,12,10,18.899999618530273,0.0,true
1521978021424,12,10,17.5,0.0,true
1521978022412,12,10,18.200000762939453,0.0,true
1521978023415,12,10,18.200000762939453,0.0,true
1521978024412,12,10,18.200000762939453,0.0,true
1521978025404,12,10,16.600000381469727,0.0,true
1521978026410,12,10,16.899999618530273,0.0,true
1521978027414,12,10,16.899999618530273,0.0,true
1521978028420,12,10,16.899999618530273,0.0,true
1521978029411,12,10,16.899999618530273,0.0,true
1521978030414,12,10,18.700000762939453,0.0,true
1521978031414,12,10,19.700000762939453,0.0,true
1521978032407,12,10,18.700000762939453,0.0,true
1521978033409,12,10,18.700000762939453,0.0,true
1521978034420,12,10,17.100000381469727,0.0,true
1521978035433,12,10,17.100000381469727,0.0,true
1521978036407,12,10,17.100000381469727,0.0,true
1521978037412,12,10,17.100000381469727,0.0,true
1521978038409,12,10,17.100000381469727,0.0,true
1521978039406,12,10,17.100000381469727,0.0,true
1521978040414,12,10,17.100000381469727,0.0,true
1521978041412,12,9,17.100000381469727,0.0,true
1521978042411,12,9,17.100000381469727,0.0,true
1521978043404,12,9,17.100000381469727,0.0,true
1521978044404,12,9,17.100000381469727,0.0,true
1521978045409,12,9,17.100000381469727,0.0,true
1521978046403,12,9,17.100000381469727,0.0,true
1521978047405,12,9,17.100000381469727,0.0,false
1521978048408,12,9,17.100000381469727,0.0,false
1521978049408,12,9,17.100000381469727,0.0,false
1521978050408,11,9,17.100000381469727,0.0,false
1521978051409,12,9,17.100000381469727,0.0,false
1521978052436,12,9,17.100000381469727,0.0,false
1521978053408,12,9,17.100000381469727,0.0,false
1521978054428,12,9,17.100000381469727,0.0,false
1521978055405,12,9,17.100000381469727,0.0,false
1521978056400,12,9,17.100000381469727,0.0,false
1521978057404,12,9,17.100000381469727,0.0,false
1521978058409,11,9,15.699999809265137,0.0,false
1521978059407,12,9,15.699999809265137,0.0,false
1521978060415,11,9,0.0,0.0,false
1521978061414,12,9,0.0,0.0,false
1521978062408,12,9,0.0,0.0,false
1521978063410,12,9,0.0,0.0,false
1521978064407,12,9,0.0,0.0,false
1521978065403,12,9,0.0,0.0,false
1521978066403,12,9,0.0,0.0,false
1521978067410,12,9,0.0,0.0,false
1521978068412,12,9,0.0,0.0,false
1521978069407,12,9,0.0,0.0,false
1521978070406,12,9,0.0,0.0,false
1521978071405,12,9,0.0,0.0,false
1521978072407,12,9,0.0,0.0,false
1521978073407,12,9,0.0,0.0,false
