system_time,gps_time,latitude,longtide,altitude,sog,cog,accuracy
1521973943136,1521973943585,31.1646326,34.53506232,194.0,0.1899999976158142,153.10000610351562,33.0
1521973944142,1521973944585,31.16471712,34.53508804,181.0,0.0,0.0,13.0
1521973945142,1521973945585,31.16492823,34.53521747,186.0,1.8600000143051147,26.5,14.0
1521973946137,1521973946585,31.16492877,34.53522827,218.0,1.399999976158142,37.5,14.0
1521973947141,1521973947585,31.16496195,34.53518972,235.0,0.9900000095367432,42.70000076293945,14.0
1521973948136,1521973948585,31.16496398,34.53518313,211.0,0.5299999713897705,42.70000076293945,15.0
1521973949137,1521973949585,31.16485661,34.53519327,191.0,0.8899999856948853,201.0,18.0
1521973950138,1521973950585,31.16487346,34.5352489,213.0,1.659999966621399,281.3999938964844,21.0
1521973951151,1521973951585,31.16478483,34.53520129,208.0,0.0,0.0,49.0
1521973952139,1521973952585,31.16487881,34.53540368,222.0,4.150000095367432,209.0,52.0
1521973953144,1521973953585,31.16478315,34.53543945,220.0,4.690000057220459,212.3000030517578,104.0
1521973957135,1521973957585,31.1644765,34.53474219,91.0,0.6600000262260437,196.6999969482422,122.0
1521973958138,1521973958585,31.16455548,34.53489729,116.0,0.7799999713897705,136.0,103.0
1521973959138,1521973959585,31.16462356,34.53492144,119.0,0.8999999761581421,47.900001525878906,100.0
1521973960158,1521973960585,31.1646957,34.53493857,112.0,1.7999999523162842,43.099998474121094,95.0
1521973961145,1521973961585,31.16513962,34.53491962,45.0,2.5799999237060547,27.100000381469727,114.0
1521973965136,1521973965585,31.16513778,34.53570366,193.0,0.7799999713897705,343.70001220703125,137.0
1521973966138,1521973966585,31.16511509,34.53575451,204.0,0.8999999761581421,302.79998779296875,138.0
1521973967145,1521973967585,31.16423068,34.53478913,219.0,0.41999998688697815,302.79998779296875,92.0
1521973968139,1521973968585,31.16435573,34.53487786,224.0,4.059999942779541,13.100000381469727,126.0
1521973969137,1521973969585,31.1643145,34.53487584,240.0,1.5700000524520874,38.0,133.0
1521973970146,1521973970585,31.16430826,34.53483465,209.0,0.7200000286102295,38.0,130.0
1521973971140,1521973971585,31.16427199,34.5346301,183.0,0.28999999165534973,38.0,106.0
1521973972144,1521973972585,31.16418606,34.53505635,200.0,0.0,0.0,102.0
1521973973138,1521973973585,31.16490447,34.53559742,241.0,0.25,38.0,22.0
1521973974137,1521973974585,31.16505711,34.53563333,228.0,0.3100000023841858,38.0,15.0
1521973975135,1521973975585,31.16506726,34.53553197,208.0,0.0,0.0,22.0
1521973976139,1521973976585,31.16476914,34.53527493,218.0,0.49000000953674316,38.0,17.0
1521973977144,1521973977000,31.16475055,34.53522668,202.0,0.49000000953674316,38.0,13.0
1521973977568,1521973978000,31.16473505,34.53521554,202.0,0.0,0.0,10.0
1521973978573,1521973979000,31.16474345,34.53519495,200.0,0.0,0.0,10.0
1521973979578,1521973980000,31.16475183,34.5351579,194.0,0.0,0.0,10.0
1521973980576,1521973981000,31.16474692,34.53515974,194.0,0.0,0.0,10.0
1521973981575,1521973982000,31.16475144,34.53514719,192.0,0.0,0.0,10.0
1521973982572,1521973983000,31.16475326,34.53514614,192.0,0.0,0.0,10.0
1521973983570,1521973984000,31.16473331,34.53514147,192.0,0.0,0.0,10.0
1521973984575,1521973985000,31.1647518,34.53514478,190.0,0.0,0.0,10.0
1521973985570,1521973986000,31.16474093,34.53514111,189.0,0.0,0.0,10.0
1521973986570,1521973987000,31.16474112,34.53513866,189.0,0.0,0.0,11.0
1521973987610,1521973988000,31.16474475,34.53513934,188.0,0.0,0.0,10.0
1521973988620,1521973989000,31.16474534,34.53513899,188.0,0.0,0.0,10.0
1521973989586,1521973990000,31.16474548,34.53513839,187.0,0.0,0.0,11.0
1521973990584,1521973991000,31.16474583,34.53513848,187.0,0.0,0.0,10.0
1521973991586,1521973992000,31.1647466,34.53513858,187.0,0.0,0.0,10.0
1521973992582,1521973993000,31.16474668,34.53513859,187.0,0.0,0.0,10.0
1521973993573,1521973994000,31.16474669,34.53513857,187.0,0.0,0.0,10.0
1521973994570,1521973995000,31.16474682,34.53513856,187.0,0.0,0.0,10.0
1521973995576,1521973996000,31.164747,34.53513914,187.0,0.0,0.0,10.0
1521973996576,1521973997000,31.16474877,34.53513831,186.0,0.0,0.0,10.0
1521973997577,1521973998000,31.16474765,34.53513767,186.0,0.0,0.0,10.0
1521973998577,1521973999000,31.16475602,34.53514435,187.0,0.0,0.0,10.0
1521973999572,1521974000000,31.16475641,34.535145,187.0,0.0,0.0,10.0
1521974000580,1521974001000,31.16475436,34.53513819,186.0,0.0,0.0,10.0
1521974001570,1521974002000,31.16475716,34.53514503,187.0,0.0,0.0,9.0
1521974002585,1521974003000,31.16475567,34.53514313,187.0,0.0,0.0,9.0
1521974003578,1521974004000,31.16475566,34.53514317,187.0,0.0,0.0,9.0
1521974004577,1521974005000,31.16475623,34.53514361,187.0,0.0,0.0,9.0
1521974005629,1521974006000,31.16475621,34.53514362,187.0,0.0,0.0,9.0
1521974006571,1521974007000,31.16475702,34.53514339,187.0,0.0,0.0,9.0
1521974007584,1521974008000,31.16475724,34.53514335,187.0,0.0,0.0,9.0
1521974008571,1521974009000,31.16475731,34.53514326,187.0,0.0,0.0,9.0
1521974009569,1521974010000,31.1647574,34.53514309,187.0,0.0,0.0,9.0
1521974010573,1521974011000,31.16475734,34.53514311,187.0,0.0,0.0,9.0
1521974011572,1521974012000,31.16475734,34.53514303,187.0,0.0,0.0,10.0
1521974012578,1521974013000,31.16475726,34.53514294,187.0,0.0,0.0,10.0
1521974013574,1521974014000,31.16475843,34.53514252,187.0,0.0,0.0,9.0
1521974014588,1521974015000,31.16475614,34.53514328,187.0,0.0,0.0,9.0
1521974015573,1521974016000,31.16475615,34.53514326,187.0,0.0,0.0,10.0
1521974016579,1521974017000,31.16475623,34.53514316,187.0,0.0,0.0,10.0
1521974017579,1521974018000,31.16475541,34.53514368,187.0,0.0,0.0,10.0
1521974018578,1521974019000,31.16475537,34.53514374,187.0,0.0,0.0,10.0
1521974019574,1521974020000,31.16475528,34.53514377,187.0,0.0,0.0,10.0
1521974020572,1521974021000,31.16475538,34.53514363,187.0,0.0,0.0,10.0
1521974021581,1521974022000,31.16475535,34.53514361,187.0,0.0,0.0,11.0
1521974022577,1521974023000,31.16475543,34.53514353,187.0,0.0,0.0,11.0
1521974023571,1521974024000,31.16475541,34.53514353,187.0,0.0,0.0,11.0
1521974024581,1521974025000,31.16475543,34.53514354,187.0,0.0,0.0,11.0
1521974025573,1521974026000,31.16475542,34.53514354,187.0,0.0,0.0,11.0
1521974026566,1521974027000,31.16475541,34.53514353,187.0,0.0,0.0,12.0
1521974027566,1521974028000,31.1647554,34.53514352,187.0,0.0,0.0,12.0
1521974028574,1521974029000,31.16475484,34.53514389,187.0,0.0,0.0,13.0
1521974029586,1521974030000,31.1647548,34.53514387,187.0,0.0,0.0,13.0
1521974030587,1521974031000,31.16475479,34.53514387,187.0,0.0,0.0,13.0
1521974031574,1521974032000,31.16475482,34.53514388,187.0,0.0,0.0,13.0
1521974032567,1521974033000,31.16475482,34.53514388,187.0,0.0,0.0,14.0
1521974033570,1521974034000,31.16475482,34.53514388,187.0,0.0,0.0,14.0
1521974034578,1521974035000,31.16475482,34.53514388,187.0,0.0,0.0,15.0
1521974035577,1521974036000,31.16475482,34.53514388,187.0,0.0,0.0,16.0
1521974036579,1521974037000,31.16475496,34.53514383,187.0,0.0,0.0,16.0
1521974037579,1521974038000,31.16475541,34.53514368,187.0,0.0,0.0,14.0
1521974038564,1521974039000,31.16475543,34.53514367,187.0,0.0,0.0,15.0
1521974039569,1521974040000,31.1647555,34.53514362,187.0,0.0,0.0,14.0
1521974040573,1521974041000,31.16475557,34.53514355,187.0,0.0,0.0,14.0
1521974041579,1521974042000,31.16475558,34.53514354,187.0,0.0,0.0,12.0
1521974042571,1521974043000,31.16475557,34.5351435,187.0,0.0,0.0,11.0
1521974043583,1521974044000,31.16475561,34.53514347,187.0,0.0,0.0,11.0
1521974044586,1521974045000,31.16475559,34.53514342,187.0,0.0,0.0,11.0
1521974045571,1521974046000,31.16475557,34.53514337,187.0,0.0,0.0,12.0
1521974046574,1521974047000,31.16475556,34.53514334,187.0,0.0,0.0,12.0
1521974047569,1521974048000,31.16475555,34.53514329,187.0,0.0,0.0,11.0
1521974048576,1521974049000,31.16475553,34.53514327,187.0,0.0,0.0,11.0
1521974049570,1521974050000,31.16475558,34.53514325,187.0,0.0,0.0,11.0
1521974050571,1521974051000,31.16475556,34.5351432,187.0,0.0,0.0,11.0
1521974051579,1521974052000,31.16475557,34.53514314,187.0,0.0,0.0,11.0
1521974052578,1521974053000,31.16475563,34.5351431,187.0,0.0,0.0,11.0
1521974053570,1521974054000,31.16475591,34.53514307,187.0,0.0,0.0,11.0
1521974054570,1521974055000,31.1647733,34.53512458,187.0,0.9700000286102295,282.29998779296875,11.0
1521974055574,1521974056000,31.16478501,34.53514315,186.0,0.8100000023841858,300.5,11.0
1521974056578,1521974057000,31.164805,34.53511501,185.0,0.7699999809265137,263.5,11.0
1521974057575,1521974058000,31.16482098,34.53513181,185.0,0.20000000298023224,286.0,11.0
1521974058568,1521974059000,31.16482637,34.53511561,185.0,0.44999998807907104,309.5,11.0
1521974059569,1521974060000,31.16483183,34.53501574,183.0,0.7200000286102295,309.20001220703125,11.0
1521974060575,1521974061000,31.16482632,34.53502802,182.0,0.0,0.0,11.0
1521974061569,1521974062000,31.16482584,34.53503587,183.0,0.0,0.0,11.0
1521974062567,1521974063000,31.1648274,34.53503217,183.0,0.0,0.0,11.0
1521974063565,1521974064000,31.16482656,34.53502514,182.0,0.0,0.0,11.0
1521974064565,1521974065000,31.16482662,34.53502449,182.0,0.0,0.0,11.0
1521974065568,1521974066000,31.16483141,34.53503082,182.0,0.0,0.0,11.0
1521974066567,1521974067000,31.16483051,34.5350313,182.0,0.0,0.0,10.0
1521974067570,1521974068000,31.16482981,34.5350342,182.0,0.0,0.0,10.0
1521974068571,1521974069000,31.16482482,34.53502209,182.0,0.0,0.0,10.0
1521974069569,1521974070000,31.16483038,34.53501907,182.0,0.0,0.0,10.0
1521974070579,1521974071000,31.16482906,34.53501857,182.0,0.0,0.0,10.0
1521974071571,1521974072000,31.16483195,34.53501697,182.0,0.0,0.0,11.0
1521974072575,1521974073000,31.16483179,34.5350137,182.0,0.0,0.0,11.0
1521974073569,1521974074000,31.16483159,34.53501394,182.0,0.0,0.0,11.0
1521974074582,1521974075000,31.16483159,34.53501394,182.0,0.0,0.0,11.0
1521974075579,1521974076000,31.16483165,34.53501467,181.0,0.0,0.0,11.0
1521974076572,1521974077000,31.16482955,34.53502098,180.0,0.0,0.0,11.0
1521974077571,1521974078000,31.164829,34.53502047,180.0,0.0,0.0,12.0
1521974078572,1521974079000,31.16482971,34.53502022,181.0,0.0,0.0,13.0
1521974079567,1521974080000,31.16482832,34.53502214,181.0,0.0,0.0,13.0
1521974080580,1521974081000,31.16483251,34.53502578,180.0,0.0,0.0,12.0
1521974081578,1521974082000,31.16482549,34.53502001,180.0,0.0,0.0,12.0
1521974082580,1521974083000,31.16482553,34.53501995,180.0,0.0,0.0,12.0
1521974083572,1521974084000,31.16482526,34.53502084,180.0,0.0,0.0,12.0
1521974084571,1521974085000,31.16482379,34.53502381,179.0,0.0,0.0,13.0
1521974085580,1521974086000,31.16482381,34.53502378,179.0,0.0,0.0,13.0
1521974086571,1521974087000,31.16482476,34.53502173,179.0,0.0,0.0,13.0
1521974087578,1521974088000,31.16482479,34.53502171,179.0,0.0,0.0,14.0
1521974088583,1521974089000,31.16482473,34.53502171,179.0,0.0,0.0,14.0
1521974089572,1521974090000,31.16482461,34.53502178,179.0,0.0,0.0,13.0
1521974090577,1521974091000,31.1648246,34.53502108,179.0,0.0,0.0,13.0
1521974091576,1521974092000,31.16482462,34.53502104,179.0,0.0,0.0,14.0
1521974092570,1521974093000,31.16482455,34.53502108,179.0,0.0,0.0,14.0
1521974093568,1521974094000,31.16482401,34.53502081,179.0,0.0,0.0,13.0
1521974094576,1521974095000,31.16482653,34.53502418,179.0,0.0,0.0,12.0
1521974095568,1521974096000,31.16482652,34.53502419,179.0,0.0,0.0,12.0
1521974096565,1521974097000,31.16482843,34.53502725,179.0,0.0,0.0,11.0
1521974097571,1521974098000,31.16482845,34.53502725,179.0,0.0,0.0,12.0
1521974098566,1521974099000,31.16482903,34.53502635,179.0,0.0,0.0,12.0
1521974099567,1521974100000,31.16482905,34.53502633,179.0,0.0,0.0,12.0
1521974100571,1521974101000,31.16482905,34.53502632,179.0,0.0,0.0,12.0
1521974101572,1521974102000,31.16482804,34.53502785,178.0,0.0,0.0,12.0
1521974102570,1521974103000,31.16482804,34.53502783,178.0,0.0,0.0,13.0
1521974103582,1521974104000,31.16481668,34.53506402,181.0,0.0,0.0,10.0
1521974104577,1521974105000,31.16481,34.53508835,183.0,0.0,0.0,10.0
1521974105576,1521974106000,31.16481351,34.53507929,183.0,0.0,0.0,11.0
1521974106574,1521974107000,31.16480818,34.53508798,183.0,0.0,0.0,11.0
1521974107573,1521974108000,31.16480415,34.53509609,184.0,0.0,0.0,11.0
1521974108577,1521974109000,31.16480424,34.5351021,185.0,0.0,0.0,11.0
1521974109575,1521974110000,31.16479794,34.53510098,185.0,0.0,0.0,11.0
1521974110589,1521974111000,31.16480671,34.53510312,186.0,0.0,0.0,10.0
1521974111578,1521974112000,31.16481373,34.53510829,187.0,0.0,0.0,10.0
1521974112577,1521974113000,31.16481752,34.53511077,187.0,0.0,0.0,10.0
1521974113585,1521974114000,31.16481479,34.53511292,188.0,0.0,0.0,9.0
1521974114577,1521974115000,31.16481473,34.5351129,188.0,0.0,0.0,9.0
1521974115565,1521974116000,31.16481435,34.5351135,188.0,0.0,0.0,9.0
1521974116570,1521974117000,31.16481436,34.53511355,188.0,0.0,0.0,9.0
1521974117576,1521974118000,31.16481436,34.53511357,188.0,0.0,0.0,9.0
1521974118572,1521974119000,31.16481303,34.53511574,188.0,0.0,0.0,10.0
1521974119569,1521974120000,31.16481303,34.53511571,188.0,0.0,0.0,10.0
1521974120581,1521974121000,31.16481302,34.53511573,188.0,0.0,0.0,10.0
1521974121582,1521974122000,31.164813,34.53511582,188.0,0.0,0.0,10.0
1521974122572,1521974123000,31.16481293,34.53511675,188.0,0.0,0.0,11.0
1521974123566,1521974124000,31.16481193,34.53511828,188.0,0.0,0.0,12.0
1521974124569,1521974125000,31.16481192,34.53511799,188.0,0.0,0.0,13.0
1521974125576,1521974126000,31.1648119,34.53511803,188.0,0.0,0.0,13.0
1521974126568,1521974127000,31.16481187,34.53511806,188.0,0.0,0.0,14.0
1521974127570,1521974128000,31.16481166,34.53511836,188.0,0.0,0.0,14.0
1521974128577,1521974129000,31.16481167,34.53511835,188.0,0.0,0.0,16.0
1521974129573,1521974130000,31.16481168,34.53511834,188.0,0.0,0.0,17.0
1521974130570,1521974131000,31.16481178,34.53511814,188.0,0.0,0.0,19.0
