GPS time,SatPRN,Sat.X,Sat.Y,Sat.Z,Pseudo-Range,CN0,Doppler
1713027125418,39,0.000,0.000,-26559000.000,8.000,34.7,-121.214
1713027125418,42,1431909.638,10188566.485,24485163.442,2.000,47.9,-47.639
1713027125418,43,1786613.200,10132386.960,24485163.442,3.000,45.3,-304.648
1713027125418,44,4670969.948,9167294.692,24485163.442,23.000,25.9,594.782
1713027126418,2,0.000,0.000,-26559000.000,12.000,42.4,-474.326
1713027126418,3,0.000,0.000,-26559000.000,27.000,34.6,-471.919
1713027126418,8,0.000,0.000,-26559000.000,8.000,46.4,201.847
1713027126418,10,0.000,0.000,-26559000.000,16.000,39.2,387.909
1713027126418,21,253767.296,281837.135,26556292.117,14.000,40.2,-315.874
1713027126418,27,91748.703,367983.949,26556292.117,16.000,39.8,568.078
1713027126418,28,85312.524,369529.139,26556292.117,27.000,34.0,-476.629
1713027126418,32,39642.344,377171.706,26556292.117,11.000,43.3,272.804
1713027126418,6,0.000,0.000,-26559000.000,27.000,33.7,-493.592
1713027126418,5,0.000,0.000,-26559000.000,10.000,43.4,329.140
1713027126418,20,258647.382,277365.360,26556292.117,46.000,29.5,-172.017
1713027126418,19,263448.682,272809.096,26556292.117,40.000,30.1,575.175
1713027126418,21,253767.296,281837.135,26556292.117,24.000,34.5,-719.408
1713027126418,4,0.000,0.000,-26559000.000,61.000,27.9,720.296
1713027126418,60,0.000,0.000,-26559000.000,12.000,41.4,-0.029
1713027126418,44,4670969.948,9167294.692,24485163.442,80.000,26.0,595.140
1713027126418,43,1786613.200,10132386.960,24485163.442,9.000,44.8,-303.196
1713027126418,42,1431909.638,10188566.485,24485163.442,8.000,45.9,-46.135
1713027126418,39,0.000,0.000,-26559000.000,24.000,34.8,-120.332
1713027126418,34,13235.609,379018.245,26556292.117,9.000,44.8,237.989
1713027126418,33,33053.752,377806.115,26556292.117,11.000,43.0,-481.351
1713027126418,21,253767.296,281837.135,26556292.117,10.000,43.3,419.950
1713027126418,16,0.000,0.000,-26559000.000,27.000,33.4,-180.383
1713027126418,14,0.000,0.000,-26559000.000,8.000,46.0,-308.975
1713027126418,13,0.000,0.000,-26559000.000,40.000,31.2,7.470
1713027126418,12,0.000,0.000,-26559000.000,13.000,40.9,479.603
1713027126418,11,0.000,0.000,-26559000.000,9.000,44.9,-75.202
1713027126418,9,0.000,0.000,-26559000.000,17.000,38.1,-269.477
1713027126418,6,0.000,0.000,-26559000.000,27.000,33.4,-238.523
1713027126418,5,0.000,0.000,-26559000.000,16.000,39.1,-11.897
1713027126418,2,0.000,0.000,-26559000.000,27.000,33.3,-13.673
1713027126418,4,0.000,0.000,-26559000.000,24.000,35.0,-540.846
1713027126418,10,0.000,0.000,-26559000.000,21.000,35.6,-392.726
1713027126418,12,0.000,0.000,-26559000.000,21.000,35.7,-259.153
1713027126418,19,263448.682,272809.096,26556292.117,35.000,31.9,-84.024
1713027126418,24,206553.958,318065.203,26556292.117,27.000,33.4,357.980
1713027126418,33,33053.752,377806.115,26556292.117,13.000,40.6,155.937
1713027126418,3,0.000,0.000,-26559000.000,18.000,25.6,-472.489
1713027126418,8,0.000,0.000,-26559000.000,6.000,35.9,201.570
1713027126418,10,0.000,0.000,-26559000.000,18.000,25.9,389.696
1713027126418,27,91748.703,367983.949,26556292.117,11.000,29.0,566.155
1713027126418,32,39642.344,377171.706,26556292.117,11.000,29.8,272.333
1713027126418,4,0.000,0.000,-26559000.000,7.000,35.0,-537.222
1713027126418,10,0.000,0.000,-26559000.000,7.000,34.6,-392.684
1713027126418,12,0.000,0.000,-26559000.000,8.000,33.5,-257.606
1713027126418,24,206553.958,318065.203,26556292.117,12.000,29.0,355.192
1713027126418,33,33053.752,377806.115,26556292.117,9.000,31.8,155.408
1713027126418,21,253767.296,281837.135,26556292.117,8.000,31.9,421.231
1713027126418,34,13235.609,379018.245,26556292.117,8.000,32.8,237.221
1713027126418,39,0.000,0.000,-26559000.000,16.000,25.9,-118.788
1713027126418,42,1431909.638,10188566.485,24485163.442,6.000,36.4,-46.389
1713027126418,43,1786613.200,10132386.960,24485163.442,7.000,34.3,-303.490
1713027126418,21,253767.296,281837.135,26556292.117,4.000,42.7,419.643
1713027126418,33,33053.752,377806.115,26556292.117,5.000,40.5,-481.624
1713027126418,34,13235.609,379018.245,26556292.117,3.000,43.1,239.684
1713027126418,39,0.000,0.000,-26559000.000,9.000,33.9,-121.819
1713027126418,42,1431909.638,10188566.485,24485163.442,2.000,46.4,-46.412
1713027126418,43,1786613.200,10132386.960,24485163.442,4.000,41.4,-303.497
1713027127418,2,0.000,0.000,-26559000.000,9.000,45.0,-472.837
1713027127418,3,0.000,0.000,-26559000.000,19.000,37.7,-471.410
1713027127418,8,0.000,0.000,-26559000.000,6.000,49.0,203.307
1713027127418,10,0.000,0.000,-26559000.000,14.000,40.2,389.248
1713027127418,21,253767.296,281837.135,26556292.117,16.000,39.9,-314.812
