GPS time,SatPRN,Sat.X,Sat.Y,Sat.Z,Pseudo-Range,CN0,Doppler
1713027125418,3,-0.000,-0.000,-26559000.000,173622804991493.120,27.3,-474.018
1713027125418,8,-0.000,0.000,-26559000.000,173622807885098.300,39.0,200.329
1713027125418,10,-0.000,0.000,-26559000.000,173622806221375.800,28.1,385.262
1713027125418,27,-1115724.903,-4474928.168,26155509.110,173622806858918.940,31.3,566.625
1713027125418,32,-482077.115,-4586657.370,26155509.110,173622807570347.400,29.0,271.981
1713027125418,4,-0.000,-0.000,-26559000.000,173622802885445.120,23.2,-541.535
1713027125418,10,-0.000,0.000,-26559000.000,173622803369377.000,38.5,-393.760
1713027125418,12,2608747.831,24820577.633,9083712.992,173622804688617.300,33.5,-260.501
1713027125418,19,-3203710.194,-3317539.022,26155509.110,173622805524277.380,28.9,-87.189
1713027125418,24,-2511832.726,-3867883.210,26155509.110,173622800693853.750,28.0,355.230
1713027125418,33,-401955.484,-4594372.205,26155509.110,173622804678376.100,35.0,154.549
1713027125418,21,-3085978.138,-3427325.941,26155509.110,173618608503121.470,31.6,418.447
1713027125418,33,-401955.484,-4594372.205,26155509.110,173618606888269.900,27.3,-482.568
1713027125418,34,-160953.755,-4609112.502,26155509.110,173618610183915.100,29.1,236.353
1713027125418,39,-0.000,-0.000,-26559000.000,173618592940742.400,27.6,-122.075
1713027125418,42,1264208.507,8995310.936,-24957296.308,173618610074003.700,36.8,-47.640
1713027125418,43,1577370.210,8945710.995,-24957296.308,173618609593771.840,36.1,-304.615
1713027125418,21,-3085978.138,-3427325.941,26155509.110,173618608501208.800,42.8,418.384
1713027125418,33,-401955.484,-4594372.205,26155509.110,173618606886387.500,36.0,-482.144
1713027125418,34,-160953.755,-4609112.502,26155509.110,173618610182000.900,46.5,236.437
1713027125418,39,-0.000,-0.000,-26559000.000,173618592938821.620,34.7,-121.214
1713027125418,42,1264208.507,8995310.936,-24957296.308,173618610072100.000,47.9,-47.639
1713027125418,43,1577370.210,8945710.995,-24957296.308,173618609591861.560,45.3,-304.648
1713027125418,44,4123919.407,8093647.552,-24957296.308,173618606533316.560,25.9,594.782
1713027126418,2,-0.000,-0.000,-26559000.000,173623105892782.700,42.4,-474.326
1713027126418,3,-0.000,-0.000,-26559000.000,173623104782066.620,34.6,-471.919
1713027126418,8,-0.000,0.000,-26559000.000,173623107675004.200,46.4,201.847
1713027126418,10,-0.000,0.000,-26559000.000,173623106011101.800,39.2,387.909
1713027126418,21,-3085978.138,-3427325.941,26155509.110,173623107125618.300,40.2,-315.874
1713027126418,27,-1115724.903,-4474928.168,26155509.110,173623106648457.560,39.8,568.078
1713027126418,28,-1037456.708,-4493718.700,26155509.110,173623104960226.700,34.0,-476.629
1713027126418,32,-482077.115,-4586657.370,26155509.110,173623107360174.440,43.3,272.804
1713027126418,6,-0.000,-0.000,-26559000.000,21443059901266.094,33.7,-493.592
1713027126418,5,-0.000,-0.000,-26559000.000,21443061296780.500,43.4,329.140
1713027126418,20,-3145323.214,-3372946.198,26155509.110,21443061481135.170,29.5,-172.017
1713027126418,19,-3203710.194,-3317539.022,26155509.110,21443058887020.844,30.1,575.175
1713027126418,21,-3085978.138,-3427325.941,26155509.110,21443058502697.707,34.5,-719.408
1713027126418,4,-0.000,-0.000,-26559000.000,21443057917911.145,27.9,720.296
1713027126418,60,-0.000,-0.000,-26559000.000,173618893093348.560,41.4,-0.029
1713027126418,44,4123919.407,8093647.552,-24957296.308,173618906325201.940,26.0,595.140
1713027126418,43,1577370.210,8945710.995,-24957296.308,173618909384646.060,44.8,-303.196
