 C/No Max,isLOS,,,,,,,
4,0,1,0,,,,,
4,0,2,0,,,,,
4,0,3,0,,,,,
4,0,4,0,,,,,
4,0,5,0,,,,,
4,0,6,0,,,,,
4,0,7,0,,,,,
4,0,8,0,,,,0.01,0
4,0,9,0,,,,0.05,0.055053892
4,0,10,0,,,,0.1,0.079770009
4,0,11,0,,,,0.25,0.21622321
4,0,12,0,,,,0.5,0.382346728
4,0,13,0,,,,0.8,0.477164753
4,0,14,0,,,,0.999,0.542838018
4,0,15,0,,,,,
4,0,16,0,,,,,
4,0,17,0,,,,,
4,0,18,0,,,,,
4,0,19,0,,,,,
4,0,20,0,,,,,
4,0,21,0,,,,,
4,0,22,0,,,,,
4,0,23,0,,,,,
4,0,24,0,,,,,
4,0,25,0,,,,,
4,0,26,0,,,,,
4,0,27,0,,,,,
5,0,28,0,,,,,
5,0,29,0,,,,,
5,0,30,0,,,,,
5,0,31,0,,,,,
6,0,32,0,,,,,
7,0,33,0,,,,,
7,0,34,0,,,,,
7,0,35,0,,,,,
8,0,36,0,,,,,
8,0,37,0,,,,,
9,0,38,0,,,,,
9,0,39,0,,,,,
9,0,40,0,,,,,
9,0,41,0,,,,,
9,0,42,0,,,,,
9,0,43,0,,,,,
10,0,44,0,,,,,
10,0,45,0,,,,,
10,0,46,0,,,,,
11,0,47,0,,,,,
11,0,48,0,,,,,
11,0,49,0,,,,,
11,0,50,0,,,,,
11,0,51,0,,,,,
11,0,52,0,,,,,
11,0,53,0,,,,,
11,0,54,0,,,,,
11,0,55,0,,,,,
11,0,56,0,,,,,
11,0,57,0,,,,,
12,0,58,0,,,,,
12,0,59,0,,,,,
12,0,60,0,,,,,
12,0,61,0,,,,,
12,0,62,0,,,,,
12,0,63,0,,,,,
12,0,64,0,,,,,
12,0,65,0,,,,,
12,0,66,0,,,,,
12,0,67,0,,,,,
12,0,68,0,,,,,
13,0,69,0,,,,,
13,0,70,0,,,,,
13,0,71,0,,,,,
13,0,72,0,,,,,
13,0,73,0,,,,,
13,0,74,0,,,,,
13,0,75,0,,,,,
13,0,76,0,,,,,
13,0,77,0,,,,,
13,0,78,0,,,,,
14,1,79,0.012658228,,,,,
14,0,80,0.0125,,,,,
